lambda,resolution,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0.2,0.1,0,6.298942613673075,0.978,0.067,0,0,Mog
0.2,0.1,0,6.421985572103197,0.897,0.035,0,0,Mag
0.2,0.1,0,5.86094376598923,0.982,0.124,0,0,Ermn
0.2,0.1,0,6.044364869437665,0.891,0.051,0,0,Aspa
0.2,0.1,0,5.856321383261156,0.999,0.179,0,0,Cldn11
0.2,0.1,0,3.5294914665754225,0.978,0.201,0,0,Pllp
0.2,0.1,0,3.2830775873423366,0.991,0.237,0,0,Apod
0.2,0.1,0,2.929501370437422,0.903,0.207,0,0,Ptgds
0.2,0.1,0,2.0981421370803854,0.805,0.256,0,0,Phgdh
0.2,0.1,0,2.9580477677536683,0.846,0.297,0,0,Cers2
0.2,0.1,0,2.8858789174901656,0.665,0.12,0,0,Folh1
0.2,0.1,0,2.9260608520061533,0.679,0.191,0,0,B3galt5
0.2,0.1,0,4.019288476134125,1,0.518,0,0,Gatm
0.2,0.1,0,2.5255094782811147,0.942,0.487,0,0,Lap3
0.2,0.1,0,2.168246806268963,0.621,0.184,0,0,St6galnac3
0.2,0.1,0,1.1076755800378157,0.781,0.358,0,0,Srebf1
0.2,0.1,0,3.6611138814881,0.472,0.061,0,0,Plin4
0.2,0.1,0,2.151237593693614,0.864,0.495,0,0,Taldo1
0.2,0.1,0,2.100231911677932,0.894,0.528,0,0,Bpgm
0.2,0.1,0,2.255868201808649,0.555,0.191,0,0,Elovl1
0.2,0.1,0,1.7560983057839175,0.702,0.338,0,0,Csf1
0.2,0.1,0,1.7810973474590224,0.651,0.325,0,0,Degs1
0.2,0.1,0,1.699677490363879,0.498,0.172,0,0,Elmo1
0.2,0.1,0,1.6792116328942654,0.852,0.528,0,0,Rhob
0.2,0.1,0,0.3623367686985286,0.944,0.631,0,0,Cd63
0.2,0.1,0,1.6203460508111125,0.764,0.454,0,0,Abcg1
0.2,0.1,0,1.2661284316893844,0.432,0.195,0,0,Myo1e
0.2,0.1,0,1.6411847527218721,0.982,0.754,0,0,Bin1
0.2,0.1,0,1.3106853461456205,0.443,0.238,0,0,Hmgcl
0.2,0.1,0,0.5996067803627851,0.89,0.692,0,0,Lpgat1
0.2,0.1,0,1.019269455690934,0.605,0.412,0,0,Cerk
0.2,0.1,0,1.5708442310883135,0.237,0.054,0,0,Tgfbi
0.2,0.1,0,0.7556707718091389,0.436,0.258,0,0,Acadl
0.2,0.1,0,1.4256838752619774,0.28,0.103,0,0,Pla2g4a
0.2,0.1,0,2.12792304045729,0.213,0.059,0,0,Aldh3b1
0.2,0.1,0,1.2219763487898008,0.231,0.101,0,0,Dpyd
0.2,0.1,0,0.7894784273125297,0.609,0.481,0,0,Lta4h
0.2,0.1,0,3.173510531558252,1,0.873,0,0,Mbp
0.2,0.1,0,0.791643309663567,0.531,0.405,0,0,Acaca
0.2,0.1,0,0.8794673577899462,0.499,0.373,0,0,Bace1
0.2,0.1,0,2.196183137501345,0.171,0.046,0,0,Plin3
0.2,0.1,0,0.3927812894760214,0.519,0.395,0,0,Adcy5
0.2,0.1,0,1.574675606409886,0.998,0.874,0,0,Glul
0.2,0.1,0,0.5113804988603448,0.781,0.658,0,0,Fasn
0.2,0.1,0,0.4080904082817887,0.741,0.624,0,0,Bhlhe41
0.2,0.1,0,1.1066446362889057,0.214,0.106,0,0,Acaa1a
0.2,0.1,0,0.5280164460231429,0.44,0.335,0,0,Cat
0.2,0.1,0,0.7331237401342973,0.375,0.274,0,0,Pycr2
0.2,0.1,0,0.7463560199626724,0.906,0.806,0,0,Fabp5
0.2,0.1,0,0.5698529503692205,0.421,0.327,0,0,Prps2
0.2,0.1,0,1.4646697676358627,0.161,0.068,0,0,Vldlr
0.2,0.1,0,1.0433914125801962,0.206,0.114,0,0,Ebp
0.2,0.1,0,0.6465282571610713,0.331,0.245,0,0,Acsl1
0.2,0.1,0,0.5243104328803867,0.387,0.303,0,0,Adh5
0.2,0.1,0,0.3343686764661209,0.999,0.917,0,0,App
0.2,0.1,0,1.1709081880212127,0.16,0.079,0,0,G6pd2
0.2,0.1,0,0.800898920775547,0.987,0.908,0,0,Cd81
0.2,0.1,0,0.48940179256560035,0.597,0.524,0,0,Nr1h2
0.2,0.1,0,0.8534111836335154,0.969,0.896,0,0,Tkt
0.2,0.1,0,1.4203183490335047,0.115,0.045,0,0,Pou3f1
0.2,0.1,0,0.5614221504536512,0.967,0.9,0,0,Ftl1
0.2,0.1,0,0.2716580068377372,0.206,0.14,0,0,Ifit2
0.2,0.1,0,0.44050333784227513,0.825,0.764,0,0,Echs1
0.2,0.1,0,1.1675649318966506,0.995,0.935,0,0,Prdx1
0.2,0.1,0,0.3635131368151325,0.644,0.595,0,0,Idh1
0.2,0.1,0,0.4058698574828052,0.683,0.636,0,0,Hadha
0.2,0.1,0,0.5240047255724402,0.516,0.477,0,0,Ogdhl
0.2,0.1,0,0.48145125770080366,1,1,0,0,Ubc
0.2,0.1,7.173012439754891e-271,0.3823482595923446,0.487,0.442,3.4000078964438187e-268,0,Cstb
0.2,0.1,4.0844453447357784e-251,0.3180245629369516,0.214,0.157,1.936027093404759e-248,0,Pnpla2
0.2,0.1,1.398320942814907e-110,0.3282122121513451,0.193,0.158,6.628041268942659e-108,0,Bckdha
0.2,0.1,2.555951897245995e-104,0.28772937495075523,0.26,0.224,1.2115211992946017e-101,0,Sptlc2
0.2,0.1,6.187419998406786e-98,0.32326450193519785,0.361,0.331,2.9328370792448165e-95,0,Coasy
0.2,0.1,0,1.8322272004973046,0.946,0.291,0,1,Grin2a
0.2,0.1,0,1.9495989892423042,0.946,0.321,0,1,Grin2b
0.2,0.1,0,3.6111163691203454,0.72,0.161,0,1,Lamp5
0.2,0.1,0,3.2552101857737687,0.683,0.141,0,1,Egr1
0.2,0.1,0,2.050711421435774,0.936,0.402,0,1,Pfkp
0.2,0.1,0,1.6799891948965082,0.972,0.482,0,1,Opcml
0.2,0.1,0,1.140549838778486,0.814,0.346,0,1,Dgat2
0.2,0.1,0,0.5246734365599334,0.782,0.321,0,1,Tnr
0.2,0.1,0,1.0594060616467418,0.673,0.222,0,1,Cnr1
0.2,0.1,0,3.01734133090138,0.999,0.559,0,1,Slc17a7
0.2,0.1,0,1.9372012818174804,0.985,0.55,0,1,Chst1
0.2,0.1,0,1.9030292835735914,0.868,0.437,0,1,Hmgcr
0.2,0.1,0,1.2060166950116165,0.873,0.482,0,1,Pfkl
0.2,0.1,0,1.342230144420354,0.819,0.443,0,1,Hmgcs1
0.2,0.1,0,1.60864184121928,0.628,0.257,0,1,Fut9
0.2,0.1,0,1.2386956496302708,0.709,0.338,0,1,Hs2st1
0.2,0.1,0,1.4550876261871548,0.954,0.593,0,1,Acsl4
0.2,0.1,0,1.411621160401375,0.994,0.648,0,1,Got1
0.2,0.1,0,1.7245108635530884,0.789,0.461,0,1,Bhlhe40
0.2,0.1,0,1.0238580344288093,0.897,0.571,0,1,Adss
0.2,0.1,0,1.1008955038604702,0.865,0.543,0,1,Numb
0.2,0.1,0,1.07486896726829,0.974,0.656,0,1,Pfkm
0.2,0.1,0,0.9513748035913918,0.827,0.511,0,1,Ctps2
0.2,0.1,0,1.9575941614813872,0.413,0.1,0,1,Dcx
0.2,0.1,0,0.9467655535715449,0.866,0.558,0,1,Chka
0.2,0.1,0,0.8783099762409966,0.712,0.404,0,1,Gpat4
0.2,0.1,0,0.7746235085369573,0.898,0.604,0,1,Pdhb
0.2,0.1,0,0.9188937814995848,0.96,0.675,0,1,Lpgat1
0.2,0.1,0,3.574609292562838,0.332,0.054,0,1,Fezf2
0.2,0.1,0,1.5387106003325024,0.982,0.706,0,1,Fdft1
0.2,0.1,0,0.7349848835402549,0.837,0.575,0,1,Msmo1
0.2,0.1,0,0.8886898877478249,0.612,0.352,0,1,Neu1
0.2,0.1,0,0.7018767125037706,0.886,0.627,0,1,Dpm1
0.2,0.1,0,0.49943741654004803,0.761,0.511,0,1,Gmps
0.2,0.1,0,0.5521120113778064,0.837,0.587,0,1,Me1
0.2,0.1,0,1.0642075151295125,0.969,0.722,0,1,Srebf2
0.2,0.1,0,0.590965168324652,0.665,0.421,0,1,Dgkd
0.2,0.1,0,0.6839240234240483,0.698,0.454,0,1,Abhd17a
0.2,0.1,0,1.4681036538485903,0.987,0.744,0,1,Ldha
0.2,0.1,0,0.2742205012616674,0.79,0.547,0,1,Scg3
0.2,0.1,0,0.698990128790474,0.925,0.684,0,1,Dld
0.2,0.1,0,0.5899170300912838,0.77,0.53,0,1,Rxrb
0.2,0.1,0,1.3563324420394145,0.947,0.711,0,1,Sorl1
0.2,0.1,0,2.0519440119339825,0.39,0.157,0,1,Cux2
0.2,0.1,0,0.6108720282754038,0.584,0.352,0,1,Bace1
0.2,0.1,0,0.6118854476839218,0.775,0.544,0,1,Jund
0.2,0.1,0,0.7458657550940795,0.885,0.655,0,1,Comt
0.2,0.1,0,0.6206234130931517,0.623,0.395,0,1,Pmm1
0.2,0.1,0,0.6709083651239554,0.923,0.696,0,1,B3gat3
0.2,0.1,0,0.7127183367446088,0.95,0.723,0,1,Etnk1
0.2,0.1,0,0.89810533935059,0.969,0.742,0,1,Tecr
0.2,0.1,0,1.0410332264392335,0.482,0.257,0,1,Calb1
0.2,0.1,0,0.45983633264115503,0.644,0.42,0,1,Acss2
0.2,0.1,0,0.6144370185583462,0.645,0.426,0,1,Sc5d
0.2,0.1,0,0.5826456512064637,0.901,0.683,0,1,Smpd1
0.2,0.1,0,0.32125212177843754,0.612,0.396,0,1,Klf6
0.2,0.1,0,0.3368914555573848,0.855,0.64,0,1,Fasn
0.2,0.1,0,1.0542513091165364,0.987,0.772,0,1,Mdh2
0.2,0.1,0,0.596291605498781,0.637,0.423,0,1,Kdsr
0.2,0.1,0,0.5101116982350042,0.922,0.71,0,1,Auh
0.2,0.1,0,0.5507825498011929,0.934,0.722,0,1,Dlat
0.2,0.1,0,0.623158810134399,0.955,0.748,0,1,Ndufs1
0.2,0.1,0,0.9372764260494002,0.976,0.769,0,1,Pdha1
0.2,0.1,0,0.5244286662602627,0.93,0.725,0,1,Acat1
0.2,0.1,0,0.4696246751302324,0.885,0.681,0,1,Ndufv2
0.2,0.1,0,0.8589766107627481,0.428,0.227,0,1,Nt5c
0.2,0.1,0,2.6044991481417092,0.239,0.04,0,1,Hkdc1
0.2,0.1,0,0.7984887121429805,0.423,0.231,0,1,Cbr1
0.2,0.1,0,0.559634578880397,0.528,0.34,0,1,Pomgnt1
0.2,0.1,0,1.48570060590591,0.996,0.809,0,1,Gls
0.2,0.1,0,0.40715283034310307,0.613,0.431,0,1,Gclc
0.2,0.1,0,0.9924055006417647,0.995,0.815,0,1,Got2
0.2,0.1,0,0.5111284296947034,0.533,0.357,0,1,Pank3
0.2,0.1,0,0.5551060574373339,0.94,0.771,0,1,Sdhb
0.2,0.1,0,0.7866610477194216,0.992,0.825,0,1,Tmx4
0.2,0.1,0,0.33820632789000193,0.717,0.55,0,1,Slc33a1
0.2,0.1,0,0.4907763603112477,0.93,0.767,0,1,Man2a2
0.2,0.1,0,1.2818145943543877,0.996,0.836,0,1,Hk1
0.2,0.1,0,0.4235945770837338,0.514,0.355,0,1,Ext2
0.2,0.1,0,0.36970173041979765,0.765,0.606,0,1,P4ha1
0.2,0.1,0,0.34359027776323214,0.908,0.749,0,1,Ptges3
0.2,0.1,0,3.208051572202881,0.176,0.02,0,1,Pparg
0.2,0.1,0,0.40637715628586557,0.925,0.78,0,1,Dlst
0.2,0.1,0,0.45057426260653766,0.941,0.8,0,1,Acly
0.2,0.1,0,1.7204650890347053,0.196,0.058,0,1,Otof
0.2,0.1,0,0.9499489510002306,0.993,0.858,0,1,Ids
0.2,0.1,0,0.33067129554935026,0.914,0.781,0,1,Adam10
0.2,0.1,0,2.2285393618889993,0.281,0.152,0,1,Lypd1
0.2,0.1,0,2.0031451312970106,1,0.871,0,1,Snap25
0.2,0.1,0,0.44734725398995256,0.967,0.839,0,1,Ogdh
0.2,0.1,0,0.5160552106023089,0.381,0.254,0,1,Cox14
0.2,0.1,0,2.654099813184727,0.164,0.037,0,1,Rspo1
0.2,0.1,0,0.9249808714297885,0.299,0.172,0,1,Stard8
0.2,0.1,0,0.44425890884351305,0.958,0.834,0,1,Rpn1
0.2,0.1,0,0.5247469484168001,0.999,0.876,0,1,Cpe
0.2,0.1,0,0.3534961837877393,0.866,0.753,0,1,Extl3
0.2,0.1,0,0.4322834814469865,0.384,0.273,0,1,St3gal2
0.2,0.1,0,0.33425985954542803,0.35,0.245,0,1,Abca7
0.2,0.1,0,2.034373292554751,0.13,0.03,0,1,Junb
0.2,0.1,0,0.7403860257645674,0.991,0.894,0,1,Oxct1
0.2,0.1,0,0.3333094828673786,0.329,0.245,0,1,Gsr
0.2,0.1,0,1.1575016110059928,1,0.917,0,1,App
0.2,0.1,0,0.36167412123683595,0.257,0.183,0,1,Pla2g12a
0.2,0.1,0,0.6899214134502669,0.175,0.103,0,1,Ppat
0.2,0.1,0,1.6886265544962054,0.194,0.124,0,1,Tshz2
0.2,0.1,0,0.47648949393490714,0.195,0.128,0,1,Hilpda
0.2,0.1,0,0.6267252380719603,0.16,0.095,0,1,Ldlr
0.2,0.1,0,0.6180029262575273,0.994,0.929,0,1,Cs
0.2,0.1,0,0.5134121608515199,0.253,0.19,0,1,Pgm2
0.2,0.1,0,0.97422186245179,0.189,0.126,0,1,Rorb
0.2,0.1,0,1.440399643235331,0.108,0.046,0,1,Syt6
0.2,0.1,0,0.9572099878088254,0.999,0.937,0,1,Pgam1
0.2,0.1,0,1.1215062610591038,1,0.948,0,1,Mdh1
0.2,0.1,0,0.41428452336992927,0.991,0.949,0,1,Cox4i1
0.2,0.1,0,0.6254561940275734,0.998,0.961,0,1,Uqcrc1
0.2,0.1,0,0.3743700992531722,0.998,0.966,0,1,Ldhb
0.2,0.1,0,0.3874478362152409,0.999,0.979,0,1,Sdha
0.2,0.1,0,1.0098717180345211,1,0.994,0,1,Pkm
0.2,0.1,0,0.7402660693725558,1,0.999,0,1,Gapdh
0.2,0.1,0,0.5541331489087193,1,1,0,1,Psap
0.2,0.1,2.6916344362604744e-210,0.2696374393116532,0.223,0.169,1.2758347227874648e-207,1,St6galnac4
0.2,0.1,5.239632994037318e-173,0.2679156672203402,0.199,0.153,2.4835860391736885e-170,1,Polr1a
0.2,0.1,0,7.867962408256582,0.992,0.054,0,10,Atp13a5
0.2,0.1,0,6.741994815071622,1,0.076,0,10,Vtn
0.2,0.1,0,8.74003383961407,0.866,0.008,0,10,Kcnj8
0.2,0.1,0,4.232921605045175,0.888,0.073,0,10,Bgn
0.2,0.1,0,1.249153154166625,0.878,0.163,0,10,Flt1
0.2,0.1,0,2.416783422224949,0.878,0.196,0,10,Ifitm3
0.2,0.1,0,3.454653243410034,0.846,0.186,0,10,Stard8
0.2,0.1,0,3.3794569203344142,0.806,0.162,0,10,Axl
0.2,0.1,0,3.7681328706052506,0.685,0.057,0,10,Mgp
0.2,0.1,0,2.578228680537024,0.696,0.147,0,10,Ifitm2
0.2,0.1,0,2.09616352852011,0.516,0.062,0,10,Col1a2
0.2,0.1,0,2.448094524071735,0.537,0.1,0,10,Hspg2
0.2,0.1,0,0.7441706614569267,0.819,0.394,0,10,Timp3
0.2,0.1,0,2.1230645488947486,0.442,0.062,0,10,Emcn
0.2,0.1,0,0.43209436440746396,0.964,0.606,0,10,Gatm
0.2,0.1,0,2.1628104139665894,0.613,0.256,0,10,Acsl1
0.2,0.1,0,1.4270627545381671,0.92,0.594,0,10,Aldh2
0.2,0.1,0,4.113412534832594,0.351,0.029,0,10,Ifitm1
0.2,0.1,0,0.5122081099262956,0.762,0.442,0,10,Sgms1
0.2,0.1,0,1.02744293196431,0.863,0.548,0,10,Acta2
0.2,0.1,0,0.5296224274801152,0.768,0.456,0,10,Gstm1
0.2,0.1,0,0.3748463114579723,0.759,0.45,0,10,Fads2
0.2,0.1,0,0.9854764204560826,0.985,0.688,0,10,Cd63
0.2,0.1,0,1.2026902142502294,0.37,0.075,0,10,Cxcl12
0.2,0.1,0,1.161012627779075,0.556,0.289,0,10,Acadl
0.2,0.1,0,1.753987895313639,0.374,0.118,0,10,Hmgb2
0.2,0.1,0,1.5926110574698817,0.42,0.164,0,10,Pnpla2
0.2,0.1,0,1.336473400580102,0.327,0.085,0,10,Serping1
0.2,0.1,0,0.7395334730737197,0.496,0.256,0,10,Rapgef3
0.2,0.1,0,1.3826048900248145,0.998,0.77,0,10,Atp1b2
0.2,0.1,0,1.50419222807357,0.377,0.158,0,10,Ppard
0.2,0.1,0,2.3176641279974852,0.275,0.061,0,10,Ppara
0.2,0.1,0,1.9628837944805433,0.259,0.067,0,10,Spp1
0.2,0.1,0,1.4807365210519412,0.279,0.099,0,10,Tlr4
0.2,0.1,0,1.8809129385356367,0.26,0.083,0,10,Plin2
0.2,0.1,0,1.5739932413405275,0.288,0.115,0,10,Ganc
0.2,0.1,0,1.7782074731168644,0.229,0.063,0,10,Lgals1
0.2,0.1,0,1.1391070281300482,0.923,0.773,0,10,Extl3
0.2,0.1,0,0.6341158328739848,0.846,0.703,0,10,Hadhb
0.2,0.1,0,1.583968409934717,0.177,0.037,0,10,Nts
0.2,0.1,0,1.4176159244954738,0.988,0.861,0,10,Tjp1
0.2,0.1,0,0.9728779997352659,0.984,0.862,0,10,Lrp1
0.2,0.1,0,0.8109039917978262,0.972,0.876,0,10,Glud1
0.2,0.1,0,0.3938155104812655,0.974,0.912,0,10,Ftl1
0.2,0.1,0,0.3408101538646471,0.99,0.946,0,10,Prdx1
0.2,0.1,0,0.37292115582185126,1,0.992,0,10,Tmsb4x
0.2,0.1,6.860793805990231e-258,0.6318194775688449,0.792,0.702,3.2520162640393696e-255,10,Akt1
0.2,0.1,2.1219788148198916e-234,0.34909951543722717,0.895,0.822,1.0058179582246286e-231,10,Gns
0.2,0.1,2.2688378180924237e-229,0.6020723834810119,0.737,0.59,1.0754291257758088e-226,10,Rhob
0.2,0.1,5.500836622738747e-216,0.7496406467818764,0.294,0.142,2.607396559178166e-213,10,Nfkbia
0.2,0.1,1.3578363212180171e-213,0.35443085632480514,0.778,0.588,6.436144162573401e-211,10,Sat1
0.2,0.1,7.448503112056032e-203,1.0349882169606368,0.419,0.263,3.530590475114559e-200,10,Abca7
0.2,0.1,5.285628683655559e-202,0.6183806205601471,0.735,0.637,2.5053879960527347e-199,10,Galnt1
0.2,0.1,5.0001432880533685e-194,0.49196644278992313,0.789,0.673,2.3700679185372966e-191,10,Gpx1
0.2,0.1,1.2788893425776228e-185,0.67041022073246,0.652,0.536,6.061935483817932e-183,10,Nr1h2
0.2,0.1,2.6853741446881928e-185,0.2522855454586341,0.623,0.401,1.2728673445822034e-182,10,Cers2
0.2,0.1,3.3561375182852106e-170,0.31507404522775123,0.564,0.352,1.5908091836671898e-167,10,Lgals3bp
0.2,0.1,9.086841738376317e-124,1.160556032071926,0.202,0.106,4.307162983990374e-121,10,Ldlr
0.2,0.1,1.5739975181909512e-120,0.7826805018558323,0.301,0.181,7.460748236225108e-118,10,Hibadh
0.2,0.1,6.701645680320511e-119,0.7268871773131922,0.301,0.182,3.176580052471922e-116,10,Bcl2
0.2,0.1,9.875830088785852e-106,0.25318533654575104,0.972,0.957,4.681143462084494e-103,10,Cox4i1
0.2,0.1,2.3214168599837047e-102,0.7576812046414529,0.403,0.293,1.100351591632276e-99,10,St3gal2
0.2,0.1,6.699112825820873e-92,0.4450010782051135,0.666,0.588,3.175379479439094e-89,10,Jund
0.2,0.1,4.424173100397577e-89,0.7861524509544431,0.237,0.144,2.0970580495884515e-86,10,Mapkapk2
0.2,0.1,6.777316638278845e-85,0.44668813382609446,0.694,0.636,3.2124480865441725e-82,10,P4ha1
0.2,0.1,3.902795537480005e-82,0.7143773349054636,0.242,0.151,1.8499250847655225e-79,10,Ifit2
0.2,0.1,1.2227701198487907e-81,0.41765327671380104,0.478,0.353,5.795930368083268e-79,10,Cat
0.2,0.1,7.06570540249597e-81,0.7784854408153543,0.282,0.188,3.34914436078309e-78,10,Shmt2
0.2,0.1,4.081118606562893e-75,0.34492031876971163,0.602,0.488,1.9344502195108113e-72,10,Aldh7a1
0.2,0.1,1.1581259740133075e-67,0.5454545093214027,0.374,0.277,5.489517116823078e-65,10,Cox14
0.2,0.1,4.623445305217506e-62,0.8871461518588251,0.15,0.088,2.191513074673098e-59,10,Aldh3b1
0.2,0.1,1.879217251033994e-61,0.32053010664608034,0.689,0.645,8.907489769901131e-59,10,Hadha
0.2,0.1,2.079520721284198e-53,0.3196585486175793,0.733,0.699,9.856928218887098e-51,10,Comt
0.2,0.1,2.920722334317997e-52,0.3627897165820153,0.602,0.543,1.3844223864667305e-49,10,Sdhc
0.2,0.1,9.970842823197987e-44,0.35548868900792097,0.599,0.554,4.726179498195845e-41,10,Stt3a
0.2,0.1,9.731988898662082e-42,0.5301612229374439,0.271,0.201,4.6129627379658266e-39,10,Pgm2
0.2,0.1,8.795606298376249e-41,0.3645888600839917,0.347,0.268,4.169117385430342e-38,10,Lipa
0.2,0.1,3.931396966357819e-40,0.34938791168630634,0.558,0.501,1.8634821620536062e-37,10,Abhd17a
0.2,0.1,1.191103255302417e-36,0.5367700727598268,0.114,0.07,5.645829430133456e-34,10,Plin3
0.2,0.1,2.774112616897975e-36,0.8465390195405194,0.136,0.089,1.3149293804096401e-33,10,Tgfbi
0.2,0.1,5.962880319501032e-32,0.33226876444418174,0.388,0.318,2.8264052714434893e-29,10,Adh5
0.2,0.1,6.734679203034392e-32,0.4683213316091812,0.318,0.257,3.192237942238302e-29,10,C1galt1c1
0.2,0.1,2.6088807722968466e-25,0.3721941636778314,0.432,0.386,1.2366094860687053e-22,10,Ext2
0.2,0.1,1.4731016271181045e-22,0.4196871761326091,0.17,0.127,6.982501712539815e-20,10,Acaa1a
0.2,0.1,1.5501935771518795e-22,0.3300368994090994,0.403,0.355,7.347917555699908e-20,10,Impdh2
0.2,0.1,1.0685256866141299e-20,0.3686453538487182,0.211,0.164,5.064811754550976e-18,10,Bckdha
0.2,0.1,1.85717780730261e-12,0.36816821817700784,0.141,0.112,8.803022806614372e-10,10,Pgls
0.2,0.1,1.3364998029233362e-8,0.3048912140161648,0.135,0.111,6.335009065856613e-6,10,Dad1
0.2,0.1,1.9822710371123878e-8,0.2583896532898573,0.308,0.283,9.395964715912717e-6,10,Sphk2
0.2,0.1,1.8138382356589525e-7,0.27318400234569484,0.165,0.142,8.597593237023435e-5,10,Cox10
0.2,0.1,4.0840833684765116e-7,0.35779854891409135,0.126,0.106,1.9358555166578664e-4,10,Dgat1
0.2,0.1,0.0015999055600756018,0.2801546220540527,0.153,0.141,0.7583552354758353,10,Hilpda
0.2,0.1,0,6.5519668112135765,0.992,0.083,0,11,Car12
0.2,0.1,0,4.570485333036681,0.946,0.129,0,11,Ttr
0.2,0.1,0,3.5868662076777573,0.956,0.171,0,11,Htr2c
0.2,0.1,0,4.6184682306243605,0.833,0.06,0,11,Ltc4s
0.2,0.1,0,2.556397637345877,0.876,0.127,0,11,Ocln
0.2,0.1,0,3.9276139624498727,0.84,0.101,0,11,Maob
0.2,0.1,0,3.1786340970047124,0.943,0.23,0,11,Vcam1
0.2,0.1,0,2.605703462329992,0.787,0.122,0,11,Slc7a10
0.2,0.1,0,0.8293975999689058,0.982,0.337,0,11,Ptgds
0.2,0.1,0,3.4938916731426017,0.961,0.338,0,11,Acad8
0.2,0.1,0,2.2982153398675775,0.88,0.275,0,11,Whrn
0.2,0.1,0,2.7248162610052558,0.917,0.339,0,11,Prps2
0.2,0.1,0,2.4473562855960944,0.972,0.395,0,11,Timp3
0.2,0.1,0,1.8105651853614795,0.915,0.349,0,11,Lgals3bp
0.2,0.1,0,1.83266905584386,0.734,0.175,0,11,Maf
0.2,0.1,0,3.239668229093146,0.596,0.06,0,11,Lgals1
0.2,0.1,0,2.023977036377767,0.799,0.264,0,11,Lipa
0.2,0.1,0,2.2668768199787706,0.631,0.101,0,11,Hspg2
0.2,0.1,0,2.1378438742370465,0.874,0.35,0,11,Cat
0.2,0.1,0,3.876825464287231,0.536,0.017,0,11,Dnah11
0.2,0.1,0,0.5298204848501344,0.656,0.203,0,11,Ifitm3
0.2,0.1,0,2.1263260879140473,0.545,0.111,0,11,B4galt1
0.2,0.1,0,1.677345680756296,0.739,0.305,0,11,Idh2
0.2,0.1,0,0.8497962967038145,0.69,0.256,0,11,St3gal6
0.2,0.1,0,2.2993314751846285,0.502,0.082,0,11,Bgn
0.2,0.1,0,0.9958159925305345,0.866,0.451,0,11,Fads2
0.2,0.1,0,2.9608998102751585,0.994,0.595,0,11,Aldh2
0.2,0.1,0,1.7670279519959737,0.87,0.472,0,11,Odc1
0.2,0.1,0,0.810233475640203,0.757,0.36,0,11,Phgdh
0.2,0.1,0,1.36275047662209,0.685,0.289,0,11,Acadl
0.2,0.1,0,1.2620173284821088,0.772,0.385,0,11,Degs1
0.2,0.1,0,1.7052060829253723,0.914,0.54,0,11,Sdhc
0.2,0.1,0,1.4568325038724246,0.742,0.373,0,11,Pomgnt1
0.2,0.1,0,1.1845207362929393,0.511,0.152,0,11,Ifitm2
0.2,0.1,0,1.0592139568586922,0.78,0.433,0,11,Vegfa
0.2,0.1,0,1.7388381362917447,0.943,0.601,0,11,Idh1
0.2,0.1,0,1.408551954418044,0.895,0.555,0,11,Pcx
0.2,0.1,0,1.9186310124935027,0.389,0.064,0,11,Mgp
0.2,0.1,0,1.220948886569615,0.622,0.306,0,11,Naga
0.2,0.1,0,1.837860116178891,0.949,0.642,0,11,Hadha
0.2,0.1,0,2.4560099089668728,0.991,0.689,0,11,Cd63
0.2,0.1,0,1.2090227323794434,0.442,0.14,0,11,Prodh
0.2,0.1,0,1.0204668111318882,0.747,0.448,0,11,Cstb
0.2,0.1,0,1.452338176942614,0.479,0.195,0,11,Pla2g12a
0.2,0.1,0,1.3743511622106552,0.463,0.181,0,11,Bcl2
0.2,0.1,0,1.2211342183936618,0.547,0.265,0,11,Cbr1
0.2,0.1,0,1.638728942647937,0.426,0.148,0,11,Chsy1
0.2,0.1,0,0.6566849994160258,0.429,0.155,0,11,Lpcat2
0.2,0.1,0,1.3689022389709038,0.964,0.698,0,11,Ctsl
0.2,0.1,0,1.5742118582754392,0.426,0.16,0,11,Polr1a
0.2,0.1,0,1.2221945390290294,0.897,0.635,0,11,P4ha1
0.2,0.1,0,1.958667843149938,0.984,0.723,0,11,Smpd1
0.2,0.1,0,0.8267322639857869,0.881,0.624,0,11,Msmo1
0.2,0.1,0,1.4525693640289854,0.958,0.702,0,11,Hadhb
0.2,0.1,0,2.753664177972742,0.338,0.087,0,11,Tgfbi
0.2,0.1,0,0.9107669956024651,0.903,0.672,0,11,Gpx1
0.2,0.1,0,0.8823838863663842,0.307,0.086,0,11,Serping1
0.2,0.1,0,1.6423832370065707,0.318,0.11,0,11,Pgls
0.2,0.1,0,0.46540985901422616,0.274,0.067,0,11,Col1a2
0.2,0.1,0,1.8301403026522602,0.245,0.048,0,11,Sncg
0.2,0.1,0,0.9136590343318085,0.981,0.79,0,11,Ldha
0.2,0.1,0,1.5333268195758616,0.276,0.087,0,11,Aldh3b1
0.2,0.1,0,1.1877770241447787,0.97,0.784,0,11,Tecr
0.2,0.1,0,0.8618540867626145,0.921,0.738,0,11,Hif1a
0.2,0.1,0,1.7381653068002418,0.234,0.063,0,11,Ppara
0.2,0.1,0,1.5423684350380238,0.985,0.822,0,11,Gns
0.2,0.1,0,0.813138749369139,0.946,0.797,0,11,Man2a2
0.2,0.1,0,0.7166375140699999,0.912,0.774,0,11,Echs1
0.2,0.1,0,1.6506323507258978,0.989,0.857,0,11,Rpn1
